,handle,solvedCount,class,tier,ratingByProblemsSum,university
7171,mynkyu,29,0,6,215,서울대학교
7172,taejungk,40,0,6,206,서울대학교
7173,rudah7725,62,1,6,163,서울대학교
7174,winnie2001,69,1,6,158,서울대학교
7175,ironalpha125,66,1,6,159,서울대학교
7176,dwq0709,73,1,6,153,서울대학교
7177,rhgocks0402,63,1,6,160,서울대학교
7178,nayeon18,66,1,6,157,서울대학교
7179,tmootu76,58,1,6,161,서울대학교
7180,jkm,20,0,6,210,서울대학교
7181,jakekim6963,60,1,6,153,서울대학교
7182,jewon0908,37,0,6,190,서울대학교
7183,mensa04,85,1,6,129,서울대학교
7184,rlaals3620,19,0,6,198,서울대학교
7185,fsda109238,58,1,6,143,서울대학교
7186,exile1111,53,1,6,144,서울대학교
7187,bkm1009,78,1,6,124,서울대학교
7188,dadida3,49,1,6,142,서울대학교
7189,hjunyoung,51,1,6,139,서울대학교
7190,ssunggun2,56,1,6,135,서울대학교
7191,wogns5000,61,1,5,127,서울대학교
7192,katniss1921,47,1,5,135,서울대학교
7193,sch2660,48,1,5,135,서울대학교
7194,wnsduq2775,42,0,5,163,서울대학교
7195,cgs0115,61,1,5,122,서울대학교
7196,chongkong,19,0,5,176,서울대학교
7197,eodngold,25,0,5,169,서울대학교
7198,bomin0523,51,1,5,119,서울대학교
7199,ysbb69,52,1,5,118,서울대학교
7200,dohyunu,59,1,5,107,서울대학교
7201,helloworld64,58,1,5,108,서울대학교
7202,snuff12,14,0,5,164,서울대학교
7203,dlxkffldk37,23,0,5,155,서울대학교
7204,suhannine,42,1,5,114,서울대학교
7205,jwg1108,22,0,5,153,서울대학교
7206,kevinmath,40,1,5,114,서울대학교
7207,riagus99,34,0,5,144,서울대학교
7208,jychoi999,18,0,5,152,서울대학교
7209,bleron,44,1,5,106,서울대학교
7210,unicaverdad,20,0,5,149,서울대학교
7211,gujh14,53,1,5,98,서울대학교
7212,soc05129,28,0,5,138,서울대학교
7213,tyg03136,55,0,5,119,서울대학교
7214,sigamma0314,53,1,5,93,서울대학교
7215,kdh050313,45,1,5,98,서울대학교
7216,seminnj,31,1,5,100,서울대학교
7217,jinwonho2001,56,0,4,104,서울대학교
7218,namgun2002,42,1,4,86,서울대학교
7219,leblang,29,0,4,116,서울대학교
7220,zerorain29,43,1,4,81,서울대학교
7221,wnqlszoq123,26,1,4,92,서울대학교
7222,lmty213,14,0,4,125,서울대학교
7223,yh209090,41,0,4,104,서울대학교
7224,craighan,35,1,4,82,서울대학교
7225,hletrd,28,0,4,110,서울대학교
7226,damung,36,1,4,77,서울대학교
7227,shyoon515,38,1,4,75,서울대학교
7228,skydiving123,26,1,4,84,서울대학교
7229,buzz2604,34,1,4,76,서울대학교
7230,hoduww,40,1,4,71,서울대학교
7231,roddywhite1111,19,0,4,110,서울대학교
7232,avante4221,19,0,4,108,서울대학교
7233,yee12300,17,0,4,109,서울대학교
7234,pridesam,35,1,4,69,서울대학교
7235,jdal3031,24,0,4,101,서울대학교
7236,kimhansav,41,1,3,56,서울대학교
7237,lazywhale,37,1,3,59,서울대학교
7238,stephano63,38,0,3,83,서울대학교
7239,xingju26,27,1,3,66,서울대학교
7240,ddony,15,0,3,96,서울대학교
7241,nonamed60,15,0,3,95,서울대학교
7242,lotiple,19,1,3,66,서울대학교
7243,rheo3447,31,0,3,82,서울대학교
7244,yehwon04,24,0,3,87,서울대학교
7245,cookie_coder,37,1,3,51,서울대학교
7246,ukjae0070,35,1,3,52,서울대학교
7247,yeongwol2241,27,0,3,83,서울대학교
7248,rnjs37gus,22,0,3,86,서울대학교
7249,sjkim2200,11,0,3,93,서울대학교
7250,taeha99,33,1,3,50,서울대학교
7251,1qkrwodn1,32,1,3,49,서울대학교
7252,suminjs,31,0,3,75,서울대학교
7253,haeng00,27,1,3,52,서울대학교
7254,jykim157,31,1,3,48,서울대학교
7255,kangsoobin,35,0,3,70,서울대학교
7256,sbisthebest,27,0,3,75,서울대학교
7257,hjrha02,20,0,3,79,서울대학교
7258,scott0622,31,1,3,43,서울대학교
7259,yeonkyu011,22,0,3,75,서울대학교
7260,nullyoung,28,0,3,69,서울대학교
7261,songsafterdark,30,1,3,43,서울대학교
7262,sorij95,32,1,3,39,서울대학교
7263,benny5018,28,0,2,64,서울대학교
7264,bnmjko2000,29,1,2,38,서울대학교
7265,fastwalkerdo,15,0,2,73,서울대학교
7266,khuslen,21,1,2,42,서울대학교
7267,sjh203,9,0,2,76,서울대학교
7268,hansb0720,32,0,2,55,서울대학교
7269,zlzlqlzl,12,0,2,70,서울대학교
7270,tlswpgus22,13,0,2,68,서울대학교
7271,bak1110,19,0,2,62,서울대학교
7272,dhryou,9,0,2,69,서울대학교
7273,ehdgus5767,25,0,2,56,서울대학교
7274,oke08034,18,0,2,62,서울대학교
7275,skrr0722,13,0,2,64,서울대학교
7276,hak0619,25,0,2,53,서울대학교
7277,koosh0323,17,0,2,60,서울대학교
7278,officeworker1,16,0,2,57,서울대학교
7279,belonahil,24,0,2,48,서울대학교
7280,i0126195,23,0,2,49,서울대학교
7281,albert1211,11,0,2,58,서울대학교
7282,wldrk0204,32,0,2,41,서울대학교
7283,ivorycirrus,10,0,2,57,서울대학교
7284,shawnmin,7,0,2,58,서울대학교
7285,twinkleandy,16,0,2,47,서울대학교
7286,rapid117,6,0,1,52,서울대학교
7287,jangjunhee1,21,0,1,39,서울대학교
7288,chooi221,4,0,1,52,서울대학교
7289,olaf4517,20,0,1,37,서울대학교
7290,gkstmtm,4,0,1,50,서울대학교
7291,hankchoi,6,0,1,48,서울대학교
7292,lgmoo2002,19,0,1,36,서울대학교
7293,chloe3,24,0,1,31,서울대학교
7294,simson314,16,0,1,36,서울대학교
7295,chemsm,18,0,1,33,서울대학교
7296,dohyeom0620,22,0,1,29,서울대학교
7297,newwwen,9,0,1,39,서울대학교
7298,woodykang,19,0,1,31,서울대학교
7299,euxxnia,10,0,1,37,서울대학교
7300,0tlas,18,0,1,30,서울대학교
7301,xellybean,20,0,1,28,서울대학교
7302,prefchoi,20,0,1,27,서울대학교
7303,tmddk2709,4,0,1,41,서울대학교
7304,jihojang13,13,0,1,32,서울대학교
7305,ehdrjs2011,5,0,1,38,서울대학교
7306,starwin,9,0,1,34,서울대학교
7307,josefjohankim,7,0,1,35,서울대학교
7308,poal5642,19,0,1,23,서울대학교
7309,unmo_or,15,0,1,25,서울대학교
7310,greenftn01,10,0,1,28,서울대학교
7311,kkernell,8,0,1,30,서울대학교
7312,anfflanfflanffld,15,0,1,23,서울대학교
7313,dhwater0119,8,0,1,29,서울대학교
7314,kimmm_tk,8,0,1,26,서울대학교
7315,sdm1230,4,0,1,30,서울대학교
7316,spacedoge,18,0,1,18,서울대학교
7317,adgjl7777777,4,0,1,29,서울대학교
7318,dbwhdgns2,17,0,1,17,서울대학교
7319,parksue,17,0,1,17,서울대학교
7320,snoopy212400,7,0,1,25,서울대학교
7321,ihyowon100,5,0,1,26,서울대학교
7322,yoonitrop12,15,0,1,17,서울대학교
7323,arayo24,16,0,0,16,서울대학교
7324,sjh1220,14,0,0,16,서울대학교
7325,dkatmxmfhd3698,9,0,0,18,서울대학교
7326,frankok,4,0,0,23,서울대학교
7327,sdi7722,14,0,0,14,서울대학교
7328,yskim227,3,0,0,23,서울대학교
7329,invalidid56,12,0,0,14,서울대학교
7330,snukcw128,11,0,0,14,서울대학교
7331,hgkim1217,11,0,0,11,서울대학교
7332,p_ark,3,0,0,17,서울대학교
7333,yootewing,2,0,0,18,서울대학교
7334,esc5221,3,0,0,16,서울대학교
7335,graddescent,3,0,0,16,서울대학교
7336,beartime,3,0,0,15,서울대학교
7337,grmoon,6,0,0,13,서울대학교
7338,firstkdy,9,0,0,9,서울대학교
7339,minjae157,9,0,0,9,서울대학교
7340,sinustar,8,0,0,10,서울대학교
7341,lsy0105kr,2,0,0,14,서울대학교
7342,new123034,5,0,0,12,서울대학교
7343,sce08050,5,0,0,12,서울대학교
7344,dsongmin,8,0,0,8,서울대학교
7345,kaito2282,8,0,0,8,서울대학교
7346,2h2,5,0,0,9,서울대학교
7347,hhawkk0909,4,0,0,10,서울대학교
7348,sinnyong,7,0,0,7,서울대학교
7349,ypp0622,3,0,0,10,서울대학교
7350,mogamogua,5,0,0,8,서울대학교
7351,econparibus,6,0,0,6,서울대학교
7352,lsh04,6,0,0,6,서울대학교
7353,hyeonsu600,2,0,0,8,서울대학교
7354,cnorw34,5,0,0,5,서울대학교
7355,kotirichi,5,0,0,5,서울대학교
7356,taehk23,1,0,0,8,서울대학교
7357,tjdwkd8080,5,0,0,5,서울대학교
7358,uyoung,3,0,0,5,서울대학교
7359,treekmk,3,0,0,4,서울대학교
7360,kchang,3,0,0,3,서울대학교
7361,kd00172,3,0,0,3,서울대학교
7362,msj9905,1,0,0,5,서울대학교
7363,alsrbok,2,0,0,2,서울대학교
7364,c0c0palm,2,0,0,2,서울대학교
7365,choihj2002,2,0,0,2,서울대학교
7366,choking8080,2,0,0,2,서울대학교
7367,godhk1027,2,0,0,2,서울대학교
7368,haba6030,2,0,0,2,서울대학교
7369,jellyheaded,2,0,0,2,서울대학교
7370,justids,2,0,0,2,서울대학교
7371,michellahn,2,0,0,2,서울대학교
7372,surune,2,0,0,2,서울대학교
7373,gnltjd6,1,0,0,1,서울대학교
7374,grs4coding,1,0,0,1,서울대학교
7375,junghyan0,1,0,0,1,서울대학교
7376,lucete0627,1,0,0,1,서울대학교
7377,ollehkdy,1,0,0,1,서울대학교
7378,seoki3937,1,0,0,1,서울대학교
7379,widestroad24,1,0,0,1,서울대학교
7380,blackfoot,0,0,0,0,서울대학교
7381,cfhs789,0,0,0,0,서울대학교
7382,dlgusdn13231,0,0,0,0,서울대학교
7383,jaeseoklee,0,0,0,0,서울대학교
7384,quas4r,0,0,0,0,서울대학교
7385,seru1121,0,0,0,0,서울대학교
7386,sinmoo,0,0,0,0,서울대학교
7387,wnstlr289,0,0,0,0,서울대학교
7388,Coxie,2256,9,26,2327,성균관대학교
7389,leeh18,3102,8,26,2335,성균관대학교
7390,palilo,4452,9,26,2281,성균관대학교
7391,max804,1164,9,26,2265,성균관대학교
7392,ansol4328,1117,9,26,2263,성균관대학교
7393,deuslovelt,2364,8,25,2251,성균관대학교
7394,sujin,1868,7,25,2192,성균관대학교
7395,woolim,1516,8,24,2159,성균관대학교
7396,tracy_hide,1063,5,24,2171,성균관대학교
7397,naxi,776,8,24,2125,성균관대학교
7398,dollypolly,1151,8,23,2033,성균관대학교
7399,ban4861,995,7,23,2032,성균관대학교
7400,sonho00,747,7,23,2057,성균관대학교
7401,junho0219,700,7,23,2029,성균관대학교
7402,hojoon0205,578,7,23,2034,성균관대학교
7403,prarie,1468,7,23,2006,성균관대학교
7404,hongjg3229,1559,7,22,1966,성균관대학교
7405,st42597,2008,7,22,1950,성균관대학교
7406,wlssud0701,351,7,22,1952,성균관대학교
7407,rustiebeats,2450,7,22,1920,성균관대학교
7408,urin6695,995,7,22,1905,성균관대학교
7409,martinok1103,3818,7,21,1876,성균관대학교
7410,0218jhlee,904,7,21,1837,성균관대학교
7411,kdk,659,7,21,1836,성균관대학교
7412,movie_jo,3559,6,21,1818,성균관대학교
7413,o9j8w7,651,3,20,1898,성균관대학교
7414,rockwhale83,638,7,20,1770,성균관대학교
7415,sky0331,1631,6,20,1770,성균관대학교
7416,paul3143,588,7,20,1770,성균관대학교
7417,thdtjdals3,712,3,20,1876,성균관대학교
7418,horsedrinkscoffee,889,6,20,1761,성균관대학교
7419,ls4154,671,6,20,1776,성균관대학교
7420,rb3krn,838,6,20,1752,성균관대학교
7421,namhong2001,677,5,20,1776,성균관대학교
7422,itinbangk,1318,6,20,1730,성균관대학교
7423,mslee720,513,6,20,1745,성균관대학교
7424,tjsh0111,324,7,20,1763,성균관대학교
7425,dwax1324,4457,6,20,1703,성균관대학교
7426,lety,1545,6,20,1719,성균관대학교
7427,ksi990302,603,6,20,1708,성균관대학교
7428,wanip17,591,6,19,1690,성균관대학교
7429,dotoleeoak,632,4,19,1737,성균관대학교
7430,hemi0213,832,5,19,1679,성균관대학교
7431,ccwcs,441,6,19,1700,성균관대학교
7432,dlqudrjs,781,6,19,1674,성균관대학교
7433,4f3a87nm,513,5,19,1678,성균관대학교
7434,ramic,1204,6,19,1627,성균관대학교
7435,faang12594,6137,5,19,1635,성균관대학교
7436,ray5273,1021,6,19,1636,성균관대학교
7437,again7536,515,5,19,1620,성균관대학교
7438,anzanda,455,6,19,1615,성균관대학교
7439,forget1026,944,6,18,1611,성균관대학교
7440,gyunghoe,783,5,18,1621,성균관대학교
7441,veonico,582,6,18,1604,성균관대학교
7442,rlaxodnd5,563,6,18,1597,성균관대학교
7443,knslyr,775,5,18,1604,성균관대학교
7444,books1234,609,6,18,1571,성균관대학교
7445,my0421kr,334,5,18,1619,성균관대학교
7446,iceshin506,926,5,18,1579,성균관대학교
7447,sjw3288,421,5,18,1568,성균관대학교
7448,tlsrudejr123,1079,4,18,1621,성균관대학교
7449,mantissa,1254,4,18,1617,성균관대학교
7450,sustkadl,775,6,18,1545,성균관대학교
7451,dlguswo333,336,6,18,1583,성균관대학교
7452,gun1120,465,5,18,1569,성균관대학교
7453,mingu4969,653,6,18,1538,성균관대학교
7454,jhshin305,705,5,18,1557,성균관대학교
7455,pinipaper,531,5,18,1541,성균관대학교
7456,scvhero,3976,4,18,1569,성균관대학교
7457,wjswnsgur456,1006,5,18,1508,성균관대학교
7458,qkrxonth147,338,6,17,1546,성균관대학교
7459,taeyang95,1171,6,17,1483,성균관대학교
7460,olenmg,386,5,17,1541,성균관대학교
7461,slimshady5,676,4,17,1562,성균관대학교
7462,darkard37,651,5,17,1509,성균관대학교
7463,bc7817,373,6,17,1503,성균관대학교
7464,ushape,853,5,17,1488,성균관대학교
7465,timeslump,423,4,17,1526,성균관대학교
7466,shw2495,863,5,17,1470,성균관대학교
7467,cos18,376,5,17,1482,성균관대학교
7468,dltkdcksqkqh,425,5,17,1471,성균관대학교
7469,plan222,391,4,17,1528,성균관대학교
7470,tsfo1489,306,6,17,1487,성균관대학교
7471,bang627,322,5,17,1489,성균관대학교
7472,gustlfdp,519,6,17,1457,성균관대학교
7473,huisleee,1230,4,17,1503,성균관대학교
7474,aksrkq93,413,5,17,1474,성균관대학교
7475,dmson1218,489,5,17,1444,성균관대학교
7476,cms7371,310,4,17,1517,성균관대학교
7477,hjm113,525,5,17,1458,성균관대학교
7478,dragons6641,500,5,17,1459,성균관대학교
7479,ygh0410,1322,5,17,1431,성균관대학교
7480,ctwc55,439,5,17,1451,성균관대학교
7481,sunkyuj,566,5,17,1441,성균관대학교
7482,lucian0910,307,5,17,1460,성균관대학교
7483,fogvhdooz,1680,5,17,1401,성균관대학교
7484,psbnq,485,5,17,1410,성균관대학교
7485,jw3418,514,5,17,1432,성균관대학교
7486,aforlife,303,3,17,1552,성균관대학교
7487,mendou12,393,3,17,1534,성균관대학교
7488,se93wo,1010,5,17,1397,성균관대학교
7489,wjdtn7823,341,5,17,1435,성균관대학교
7490,artemisia8,1260,5,17,1403,성균관대학교
7491,dksdbtjd2,369,5,17,1419,성균관대학교
7492,doggai77,234,6,17,1447,성균관대학교
7493,ediya,497,5,17,1389,성균관대학교
7494,ejs121473,356,6,17,1419,성균관대학교
7495,lkyeon328,642,5,17,1399,성균관대학교
7496,jin8431,248,6,17,1425,성균관대학교
7497,ophelia172,458,5,17,1387,성균관대학교
7498,dltmd1507,309,5,17,1408,성균관대학교
7499,kdj6551,535,5,17,1388,성균관대학교
7500,bluesquanium,389,4,17,1450,성균관대학교
7501,sam5295k,253,4,17,1455,성균관대학교
7502,wonij0,308,4,16,1459,성균관대학교
7503,patrick46,862,5,16,1373,성균관대학교
7504,most323,465,5,16,1385,성균관대학교
7505,ohsj0824,399,5,16,1384,성균관대학교
7506,kangrnin,313,5,16,1393,성균관대학교
7507,ian981130s,574,4,16,1411,성균관대학교
7508,hg9587,404,4,16,1425,성균관대학교
7509,showx123,230,0,16,1608,성균관대학교
7510,9967han,340,5,16,1382,성균관대학교
7511,bgjun0204,611,4,16,1406,성균관대학교
7512,qwe2535,390,5,16,1374,성균관대학교
7513,luna7182,459,5,16,1340,성균관대학교
7514,swsda95,292,0,16,1587,성균관대학교
7515,tomas3630,452,5,16,1339,성균관대학교
7516,ogh3568,328,5,16,1378,성균관대학교
7517,jhg2819,402,5,16,1366,성균관대학교
7518,hdcms7923,473,5,16,1357,성균관대학교
7519,hyoc,460,5,16,1358,성균관대학교
7520,sc3289,518,5,16,1351,성균관대학교
7521,julyy,697,5,16,1337,성균관대학교
7522,mook0227,458,4,16,1404,성균관대학교
7523,baksa1849,760,4,16,1381,성균관대학교
7524,ikbs106,305,4,16,1415,성균관대학교
7525,tkddn5623,306,4,16,1417,성균관대학교
7526,fixdatk9,587,5,16,1334,성균관대학교
7527,ch512hj,463,4,16,1383,성균관대학교
7528,rhks7410dyd,391,5,16,1318,성균관대학교
7529,ybin108,407,4,16,1388,성균관대학교
7530,cheongm,332,2,16,1497,성균관대학교
7531,chominho96,584,5,16,1321,성균관대학교
7532,seojin3154,765,5,16,1291,성균관대학교
7533,ksci195,341,5,16,1330,성균관대학교
7534,dlehdtjq00,280,5,16,1347,성균관대학교
7535,lwyeol,1022,5,16,1295,성균관대학교
7536,gyukjin,294,5,16,1336,성균관대학교
7537,onsemiro,597,4,16,1357,성균관대학교
7538,helen1031,400,5,16,1319,성균관대학교
7539,sukam09,609,5,16,1303,성균관대학교
7540,jimin9038,230,5,16,1349,성균관대학교
7541,yeobi_01,437,5,16,1312,성균관대학교
7542,dlffff,371,4,16,1360,성균관대학교
7543,sy1207,412,4,16,1361,성균관대학교
7544,noru0114,1087,4,16,1338,성균관대학교
7545,jjung0382,338,5,16,1308,성균관대학교
7546,sj8504,479,5,16,1299,성균관대학교
7547,jungsik328,190,5,16,1348,성균관대학교
7548,vladimirgluten,639,3,16,1368,성균관대학교
7549,jaehyun6687,290,5,16,1314,성균관대학교
7550,dbtodqorrn250,312,4,16,1356,성균관대학교
7551,kasiwagi_hikari,344,5,16,1299,성균관대학교
7552,dlwnsxo98,185,4,16,1386,성균관대학교
7553,bestowing,277,4,16,1349,성균관대학교
7554,kimjy0126,303,4,16,1348,성균관대학교
7555,spire99,347,4,16,1343,성균관대학교
7556,gobook1234,355,5,16,1290,성균관대학교
7557,kyhdudgns113,534,4,16,1321,성균관대학교
7558,doo3002,285,5,16,1297,성균관대학교
7559,jihoonwang98,455,4,16,1322,성균관대학교
7560,edlsw,386,4,16,1320,성균관대학교
7561,silas,306,3,16,1383,성균관대학교
7562,yhsooi,353,4,16,1324,성균관대학교
7563,orb_h,294,5,16,1283,성균관대학교
7564,geniemo,302,4,16,1331,성균관대학교
7565,joyuri,281,5,16,1282,성균관대학교
7566,holim0,540,4,16,1300,성균관대학교
7567,joyous_nee,331,5,16,1269,성균관대학교
7568,kkghckd,272,4,16,1331,성균관대학교
7569,qo_op,263,4,16,1329,성균관대학교
7570,soykim99,461,4,16,1299,성균관대학교
7571,yujong_lee,293,4,16,1322,성균관대학교
7572,tlgur0206,287,5,16,1271,성균관대학교
7573,hjm7712,256,4,16,1327,성균관대학교
7574,ajhappy12,343,5,16,1257,성균관대학교
7575,floress,262,5,16,1273,성균관대학교
7576,semote2,135,5,16,1315,성균관대학교
7577,ljw4287,175,5,16,1298,성균관대학교
7578,kaj4605,710,4,15,1279,성균관대학교
7579,qudgus21,414,4,15,1296,성균관대학교
7580,lemonl7,392,4,15,1297,성균관대학교
7581,scif1663,217,4,15,1325,성균관대학교
7582,asdfasd,644,3,15,1308,성균관대학교
7583,heesuk9898,282,4,15,1301,성균관대학교
7584,skscp223,370,4,15,1284,성균관대학교
7585,hoon050824,982,4,15,1257,성균관대학교
7586,smsh0722,225,2,15,1412,성균관대학교
7587,gongmeda,457,4,15,1272,성균관대학교
7588,jhc786,776,5,15,1208,성균관대학교
7589,rose0310,671,4,15,1253,성균관대학교
7590,leessunny95,347,5,15,1226,성균관대학교
7591,jnnkk,411,5,15,1215,성균관대학교
7592,uvzone,329,4,15,1277,성균관대학교
7593,urbanart2251,353,4,15,1270,성균관대학교
7594,uri4201,646,4,15,1244,성균관대학교
7595,shhwangofficial,232,5,15,1241,성균관대학교
7596,salyuan,421,4,15,1256,성균관대학교
7597,dt2980,217,4,15,1293,성균관대학교
7598,wnsgh2933,389,4,15,1259,성균관대학교
7599,greenboy94,272,4,15,1266,성균관대학교
7600,sne0103,184,3,15,1340,성균관대학교
7601,worldbright,179,5,15,1238,성균관대학교
7602,pkihome,253,4,15,1263,성균관대학교
7603,qkrwldnjs89,279,3,15,1303,성균관대학교
7604,baeusa1,270,4,15,1250,성균관대학교
7605,jae_woong99,263,4,15,1250,성균관대학교
7606,melrose98,267,4,15,1246,성균관대학교
7607,mwbp,204,5,15,1213,성균관대학교
7608,liomessi,314,4,15,1234,성균관대학교
7609,acekdhh,310,4,15,1231,성균관대학교
7610,cyw601,234,5,15,1198,성균관대학교
7611,ddjddd,587,4,15,1197,성균관대학교
7612,janghun0056,226,5,15,1194,성균관대학교
7613,snowdolf99,582,4,15,1194,성균관대학교
7614,kakaoleaves,319,4,15,1216,성균관대학교
7615,ploteen,185,5,15,1200,성균관대학교
7616,raylee02,292,5,15,1165,성균관대학교
7617,wjdrldyd0213,361,4,15,1202,성균관대학교
7618,parkg17,546,4,15,1178,성균관대학교
7619,hotgake,384,4,15,1191,성균관대학교
7620,supark4170,272,4,15,1210,성균관대학교
7621,kim0112hg,162,4,15,1242,성균관대학교
7622,id960510,290,4,15,1200,성균관대학교
7623,ldh297,349,3,15,1239,성균관대학교
7624,ayoung0924,300,2,15,1294,성균관대학교
7625,gcnml10,234,4,15,1206,성균관대학교
7626,rlawjdghek,285,4,15,1194,성균관대학교
7627,blackspider9704,404,4,15,1174,성균관대학교
7628,koowoo3,205,4,15,1212,성균관대학교
7629,garamgim,288,4,15,1189,성균관대학교
7630,jaywing970,202,4,15,1211,성균관대학교
7631,wooljs,645,3,15,1203,성균관대학교
7632,kthnice,391,4,15,1170,성균관대학교
7633,nighthallo,191,0,15,1355,성균관대학교
7634,jack3319,246,4,15,1188,성균관대학교
7635,dreamian,249,2,15,1282,성균관대학교
7636,violet716,479,4,15,1147,성균관대학교
7637,cho5160,843,3,15,1183,성균관대학교
7638,jyeon,196,4,15,1195,성균관대학교
7639,uniqueimaginatation,303,4,15,1166,성균관대학교
7640,jaehun4706,288,3,15,1215,성균관대학교
7641,onebellfortune,274,3,15,1216,성균관대학교
7642,nhjbest22,341,3,15,1202,성균관대학교
7643,dnjstjr0227,571,4,15,1128,성균관대학교
7644,gmlquddl67,184,4,15,1187,성균관대학교
7645,pielo,293,4,15,1157,성균관대학교
7646,ruddns66,253,4,15,1165,성균관대학교
7647,rbstj0311,241,4,15,1164,성균관대학교
7648,sglim9607,258,4,15,1160,성균관대학교
7649,lojpark,196,1,15,1302,성균관대학교
7650,doorrock,318,3,15,1196,성균관대학교
7651,gkqls813,325,4,15,1138,성균관대학교
7652,ldy9320,220,4,15,1162,성균관대학교
7653,mike0022,410,4,15,1126,성균관대학교
7654,wjddbcks,232,4,15,1158,성균관대학교
7655,hynseok,268,4,15,1146,성균관대학교
7656,syh151515,402,4,15,1122,성균관대학교
7657,applebeef25,245,2,15,1249,성균관대학교
7658,twknm7089,333,4,15,1131,성균관대학교
7659,cowdog10,512,4,15,1106,성균관대학교
7660,bout123456,537,4,15,1101,성균관대학교
7661,kmking,252,4,15,1137,성균관대학교
7662,ysw1222,233,4,15,1141,성균관대학교
7663,allbest22,211,4,15,1146,성균관대학교
7664,g7199,254,3,15,1184,성균관대학교
7665,jcy0308,189,4,15,1152,성균관대학교
7666,shoon125,381,4,15,1110,성균관대학교
7667,victory8237,232,4,15,1138,성균관대학교
7668,ehdals56,302,3,15,1170,성균관대학교
7669,zyoa,349,4,15,1108,성균관대학교
7670,frica12,224,4,15,1134,성균관대학교
7671,kevin6528,315,4,15,1113,성균관대학교
7672,hwbae0326,177,4,15,1148,성균관대학교
7673,khs1778,219,5,14,1081,성균관대학교
7674,yunpu1004,225,4,14,1125,성균관대학교
7675,jjhwan6759,356,4,14,1094,성균관대학교
7676,soochem,169,0,14,1290,성균관대학교
7677,mc3218,213,4,14,1124,성균관대학교
7678,rad_ino,296,4,14,1104,성균관대학교
7679,cat3065,155,3,14,1193,성균관대학교
7680,oceanisblue,222,4,14,1117,성균관대학교
7681,coacervate,316,4,14,1092,성균관대학교
7682,rindo98,228,4,14,1110,성균관대학교
7683,sig45,217,3,14,1161,성균관대학교
7684,taehyeon_dev,238,3,14,1153,성균관대학교
7685,vbnmzx1,228,4,14,1106,성균관대학교
7686,badafrog,214,4,14,1108,성균관대학교
7687,gmlrhks95,207,3,14,1158,성균관대학교
7688,gw4621,181,1,14,1239,성균관대학교
7689,xodms8713,308,2,14,1180,성균관대학교
7690,yspkm,154,4,14,1124,성균관대학교
7691,alex6856,253,4,14,1091,성균관대학교
7692,webserver3315,209,3,14,1153,성균관대학교
7693,lufovic77,267,3,14,1133,성균관대학교
7694,nimod1234,274,4,14,1081,성균관대학교
7695,joqjoq966,210,4,14,1095,성균관대학교
7696,wurikiji,290,3,14,1124,성균관대학교
7697,threedalpeng,259,4,14,1080,성균관대학교
7698,dayongkr,284,4,14,1071,성균관대학교
7699,saogig0503,417,4,14,1051,성균관대학교
7700,khsung0,316,4,14,1064,성균관대학교
7701,wooshh,239,3,14,1131,성균관대학교
7702,kihun0bu,213,0,14,1235,성균관대학교
7703,unseed,221,1,14,1203,성균관대학교
7704,khcho226,697,3,14,1069,성균관대학교
7705,googler,185,3,14,1132,성균관대학교
7706,yw1221,237,4,14,1066,성균관대학교
7707,eekdrnf9904,230,4,14,1066,성균관대학교
7708,irene0731,282,4,14,1053,성균관대학교
7709,hjee0901,120,0,14,1254,성균관대학교
7710,ubermensch100326,170,4,14,1080,성균관대학교
7711,khe49260,183,1,14,1199,성균관대학교
7712,whdudgns412,628,3,14,1062,성균관대학교
7713,rkdckddnr1,143,3,14,1137,성균관대학교
7714,bjh0429,156,3,14,1129,성균관대학교
7715,calcite,105,4,14,1101,성균관대학교
7716,jake630,195,4,14,1062,성균관대학교
7717,skkudj,984,4,14,996,성균관대학교
7718,dat_sci_seol,369,3,14,1072,성균관대학교
7719,dpl9753,364,4,14,1022,성균관대학교
7720,sky518303,257,4,14,1042,성균관대학교
7721,kyjin116,298,4,14,1032,성균관대학교
7722,khju801,289,4,14,1030,성균관대학교
7723,apple06521,305,3,14,1075,성균관대학교
7724,chlwkdtjq417,179,2,14,1158,성균관대학교
7725,gwangmyeong,136,1,14,1201,성균관대학교
7726,yj234w,231,4,14,1042,성균관대학교
7727,ljhjoon00,199,3,14,1101,성균관대학교
7728,mingu0217,232,4,14,1040,성균관대학교
7729,chillycorn,148,3,14,1117,성균관대학교
7730,pec9399,234,4,14,1036,성균관대학교
7731,yod0505,153,4,14,1063,성균관대학교
7732,ryuwhale95,1015,2,14,1082,성균관대학교
7733,dogdealer27,161,0,14,1208,성균관대학교
7734,klop9090,500,4,14,993,성균관대학교
7735,pyohyu970,228,3,14,1084,성균관대학교
7736,jth403,221,4,14,1034,성균관대학교
7737,rmsxo1321,275,3,14,1068,성균관대학교
7738,vkqxkr,1882,3,14,1023,성균관대학교
7739,legionary7931,173,3,14,1096,성균관대학교
7740,swseokwon,173,4,14,1038,성균관대학교
7741,93sh97ss,145,0,14,1195,성균관대학교
7742,anytokenyou,486,3,14,1023,성균관대학교
7743,limgm123,241,4,14,1005,성균관대학교
7744,wnfansl788,195,4,14,1016,성균관대학교
7745,ciwnyg0815,145,3,14,1084,성균관대학교
7746,gnues1027,249,2,14,1095,성균관대학교
